-69.000000,-91.000000,-3.000000,-21.000000,-34.000000,41.000000,71.000000,66.000000,82.000000,-92.000000,-21.000000,-96.000000,-98.000000,-47.000000,30.000000,92.000000
-68.999553,-90.999695,-3.000219,-20.999770,-33.999625,40.999810,70.999093,66.000256,81.999728,-91.999814,-21.000453,-95.999557,-97.999408,-47.000218,30.000012,91.999530
-68.998213,-90.998781,-3.000876,-20.999079,-33.998499,40.999238,70.996372,66.001024,81.998912,-91.999256,-21.001812,-95.998230,-97.997633,-47.000871,30.000050,91.998120
-68.995980,-90.997256,-3.001972,-20.997927,-33.996622,40.998287,70.991836,66.002304,81.997552,-91.998327,-21.004077,-95.996017,-97.994674,-47.001959,30.000112,91.995769
-68.992853,-90.995122,-3.003506,-20.996315,-33.993994,40.996954,70.985486,66.004097,81.995649,-91.997025,-21.007249,-95.992919,-97.990531,-47.003482,30.000199,91.992478
-68.988832,-90.992378,-3.005478,-20.994242,-33.990616,40.995240,70.977321,66.006402,81.993201,-91.995352,-21.011327,-95.988936,-97.985204,-47.005441,30.000312,91.988246
-68.983917,-90.989024,-3.007889,-20.991708,-33.986486,40.993146,70.967340,66.009220,81.990210,-91.993306,-21.016312,-95.984068,-97.978694,-47.007836,30.000449,91.983074
-68.978108,-90.985060,-3.010738,-20.988712,-33.981606,40.990670,70.955542,66.012551,81.986674,-91.990889,-21.022204,-95.978314,-97.970999,-47.010666,30.000613,91.976960
-68.971404,-90.980487,-3.014025,-20.985256,-33.975974,40.987814,70.941927,66.016396,81.982595,-91.988099,-21.029004,-95.971675,-97.962119,-47.013932,30.000802,91.969906
-68.963805,-90.975302,-3.017751,-20.981338,-33.969591,40.984576,70.926493,66.020754,81.977971,-91.984938,-21.036713,-95.964150,-97.952055,-47.017634,30.001017,91.961910
-68.955311,-90.969508,-3.021915,-20.976959,-33.962457,40.980957,70.909240,66.025628,81.972804,-91.981405,-21.045331,-95.955739,-97.940805,-47.021773,30.001259,91.952971
-68.945921,-90.963103,-3.026518,-20.972118,-33.954571,40.976956,70.890165,66.031016,81.967092,-91.977499,-21.054858,-95.946442,-97.928370,-47.026347,30.001527,91.943091
-68.935635,-90.956088,-3.031560,-20.966814,-33.945933,40.972574,70.869267,66.036921,81.960836,-91.973222,-21.065296,-95.936260,-97.914749,-47.031359,30.001823,91.932268
-68.924451,-90.948462,-3.037040,-20.961049,-33.936543,40.967810,70.846545,66.043342,81.954037,-91.968572,-21.076645,-95.925191,-97.899941,-47.036807,30.002146,91.920502
-68.912370,-90.940225,-3.042959,-20.954820,-33.926401,40.962665,70.821996,66.050280,81.946693,-91.963550,-21.088907,-95.913236,-97.883947,-47.042692,30.002498,91.907792
-68.899390,-90.931378,-3.049318,-20.948129,-33.915507,40.957137,70.795619,66.057736,81.938805,-91.958156,-21.102082,-95.900394,-97.866765,-47.049015,30.002878,91.894137
-68.885512,-90.921919,-3.056115,-20.940974,-33.903860,40.951227,70.767412,66.065712,81.930372,-91.952389,-21.116171,-95.886665,-97.848395,-47.055776,30.003288,91.879538
-68.870733,-90.911848,-3.063352,-20.933356,-33.891460,40.944934,70.737373,66.074208,81.921396,-91.946251,-21.131177,-95.872048,-97.828837,-47.062974,30.003727,91.863993
-68.855054,-90.901166,-3.071028,-20.925273,-33.878307,40.938258,70.705498,66.083225,81.911875,-91.939739,-21.147099,-95.856545,-97.808089,-47.070612,30.004197,91.847503
-68.838473,-90.889872,-3.079144,-20.916726,-33.864400,40.931200,70.671785,66.092764,81.901809,-91.932855,-21.163939,-95.840153,-97.786151,-47.078688,30.004699,91.830065
-68.820989,-90.877966,-3.087699,-20.907714,-33.849739,40.923758,70.636232,66.102827,81.891200,-91.925599,-21.181699,-95.822874,-97.763023,-47.087203,30.005232,91.811679
-68.802602,-90.865447,-3.096694,-20.898236,-33.834325,40.915933,70.598836,66.113415,81.880045,-91.917969,-21.200381,-95.804706,-97.738703,-47.096159,30.005798,91.792345
-68.783310,-90.852316,-3.106129,-20.888292,-33.818155,40.907724,70.559594,66.124529,81.868346,-91.909967,-21.219985,-95.785650,-97.713191,-47.105554,30.006398,91.772061
-68.763112,-90.838571,-3.116004,-20.877882,-33.801231,40.899130,70.518502,66.136170,81.856103,-91.901592,-21.240513,-95.765704,-97.686485,-47.115391,30.007033,91.750827
-68.742007,-90.824214,-3.126320,-20.867004,-33.783551,40.890153,70.475557,66.148341,81.843315,-91.892845,-21.261968,-95.744869,-97.658585,-47.125668,30.007703,91.728642
-68.719994,-90.809243,-3.137076,-20.855659,-33.765116,40.880790,70.430755,66.161041,81.829982,-91.883724,-21.284350,-95.723144,-97.629491,-47.136388,30.008409,91.705504
-68.697071,-90.793658,-3.148272,-20.843846,-33.745924,40.871043,70.384093,66.174275,81.816104,-91.874230,-21.307663,-95.700529,-97.599200,-47.147549,30.009153,91.681414
-68.673238,-90.777458,-3.159910,-20.831564,-33.725976,40.860909,70.335567,66.188042,81.801681,-91.864362,-21.331908,-95.677023,-97.567712,-47.159154,30.009936,91.656368
-68.648492,-90.760644,-3.171988,-20.818812,-33.705270,40.850390,70.285174,66.202344,81.786714,-91.854122,-21.357086,-95.652627,-97.535027,-47.171202,30.010758,91.630367
-68.622832,-90.743215,-3.184508,-20.805589,-33.683808,40.839485,70.232907,66.217184,81.771201,-91.843507,-21.383201,-95.627338,-97.501141,-47.183695,30.011621,91.603410
-68.596257,-90.725171,-3.197469,-20.791896,-33.661587,40.828193,70.178764,66.232564,81.755143,-91.832520,-21.410254,-95.601158,-97.466056,-47.196632,30.012526,91.575494
-68.568765,-90.706511,-3.210873,-20.777731,-33.638607,40.816514,70.122740,66.248485,81.738540,-91.821158,-21.438248,-95.574085,-97.429769,-47.210015,30.013475,91.546619
-68.540355,-90.687234,-3.224718,-20.763094,-33.614868,40.804448,70.064829,66.264950,81.721391,-91.809423,-21.467185,-95.546118,-97.392279,-47.223844,30.014468,91.516784
-68.511024,-90.667341,-3.239005,-20.747983,-33.590370,40.791993,70.005028,66.281960,81.703697,-91.797313,-21.497068,-95.517259,-97.353585,-47.238120,30.015507,91.485986
-68.480771,-90.646831,-3.253735,-20.732398,-33.565111,40.779150,69.943330,66.299518,81.685458,-91.784830,-21.527900,-95.487505,-97.313686,-47.252843,30.016594,91.454226
-68.449595,-90.625704,-3.268908,-20.716339,-33.539092,40.765919,69.879731,66.317626,81.666673,-91.771972,-21.559683,-95.456856,-97.272579,-47.268015,30.017729,91.421500
-68.417493,-90.603958,-3.284523,-20.699803,-33.512311,40.752297,69.814225,66.336287,81.647342,-91.758740,-21.592419,-95.425313,-97.230265,-47.283637,30.018915,91.387808
-68.384463,-90.581594,-3.300582,-20.682791,-33.484767,40.738286,69.746807,66.355503,81.627465,-91.745133,-21.626112,-95.392873,-97.186741,-47.299708,30.020153,91.353148
-68.350503,-90.558611,-3.317085,-20.665301,-33.456462,40.723884,69.677470,66.375277,81.607043,-91.731152,-21.660766,-95.359537,-97.142005,-47.316231,30.021445,91.317518
-68.315611,-90.535009,-3.334031,-20.647332,-33.427392,40.709092,69.606208,66.395611,81.586074,-91.716795,-21.696382,-95.325303,-97.096057,-47.333205,30.022792,91.280917
-68.279785,-90.510786,-3.351422,-20.628884,-33.397559,40.693908,69.533016,66.416508,81.564559,-91.702064,-21.732964,-95.290172,-97.048894,-47.350632,30.024197,91.243343
-68.243024,-90.485944,-3.369257,-20.609955,-33.366961,40.678331,69.457886,66.437972,81.542498,-91.686958,-21.770516,-95.254142,-97.000516,-47.368513,30.025660,91.204794
-68.205323,-90.460480,-3.387537,-20.590545,-33.335597,40.662362,69.380812,66.460004,81.519890,-91.671476,-21.809041,-95.217214,-96.950920,-47.386848,30.027184,91.165268
-68.166682,-90.434394,-3.406262,-20.570652,-33.303467,40.646000,69.301787,66.482608,81.496736,-91.655619,-21.848542,-95.179385,-96.900104,-47.405639,30.028772,91.124764
-68.127097,-90.407686,-3.425432,-20.550275,-33.270570,40.629243,69.220803,66.505788,81.473035,-91.639385,-21.889023,-95.140655,-96.848067,-47.424887,30.030424,91.083279
-68.086567,-90.380355,-3.445048,-20.529413,-33.236905,40.612092,69.137855,66.529546,81.448788,-91.622776,-21.930488,-95.101025,-96.794807,-47.444592,30.032143,91.040812
-68.045088,-90.352401,-3.465111,-20.508065,-33.202472,40.594546,69.052933,66.553886,81.423993,-91.605791,-21.972941,-95.060492,-96.740322,-47.464756,30.033932,90.997359
-68.002658,-90.323823,-3.485619,-20.486229,-33.167269,40.576603,68.966030,66.578811,81.398652,-91.588430,-22.016385,-95.019056,-96.684610,-47.485380,30.035792,90.952920
-67.959274,-90.294620,-3.506575,-20.463905,-33.131296,40.558265,68.877138,66.604324,81.372763,-91.570692,-22.060825,-94.976716,-96.627669,-47.506465,30.037725,90.907493
-67.914933,-90.264792,-3.527978,-20.441092,-33.094552,40.539528,68.786248,66.630430,81.346326,-91.552578,-22.106265,-94.933472,-96.569497,-47.528012,30.039735,90.861073
-67.869633,-90.234337,-3.549828,-20.417787,-33.057035,40.520394,68.693353,66.657133,81.319343,-91.534087,-22.152709,-94.889322,-96.510093,-47.550023,30.041824,90.813660
-67.823371,-90.203256,-3.572127,-20.393990,-33.018746,40.500861,68.598442,66.684436,81.291811,-91.515218,-22.200162,-94.844266,-96.449453,-47.572498,30.043993,90.765252
-67.776143,-90.171548,-3.594873,-20.369699,-32.979683,40.480928,68.501508,66.712342,81.263732,-91.495973,-22.248627,-94.798303,-96.387576,-47.595438,30.046247,90.715844
-67.727946,-90.139212,-3.618069,-20.344913,-32.939846,40.460595,68.402541,66.740858,81.235105,-91.476350,-22.298111,-94.751432,-96.324459,-47.618846,30.048587,90.665436
-67.678777,-90.106247,-3.641713,-20.319630,-32.899232,40.439860,68.301530,66.769985,81.205929,-91.456349,-22.348617,-94.703651,-96.260101,-47.642722,30.051016,90.614024
-67.628633,-90.072652,-3.665807,-20.293850,-32.857842,40.418724,68.198467,66.799730,81.176206,-91.435970,-22.400151,-94.654961,-96.194498,-47.667067,30.053537,90.561606
-67.577510,-90.038427,-3.690352,-20.267570,-32.815674,40.397185,68.093341,66.830096,81.145934,-91.415213,-22.452718,-94.605360,-96.127649,-47.691883,30.056154,90.508179
-67.525405,-90.003571,-3.715346,-20.240789,-32.772728,40.375242,67.986141,66.861089,81.115113,-91.394078,-22.506323,-94.554846,-96.059551,-47.717172,30.058869,90.453740
-67.472315,-89.968083,-3.740791,-20.213506,-32.729002,40.352894,67.876857,66.892712,81.083744,-91.372563,-22.560971,-94.503420,-95.990201,-47.742934,30.061685,90.398287
-67.418235,-89.931962,-3.766688,-20.185719,-32.684495,40.330141,67.765477,66.924971,81.051825,-91.350671,-22.616667,-94.451079,-95.919597,-47.769172,30.064606,90.341815
-67.363162,-89.895208,-3.793036,-20.157426,-32.639206,40.306982,67.651990,66.957872,81.019357,-91.328398,-22.673418,-94.397823,-95.847737,-47.795886,30.067635,90.284324
-67.307091,-89.857820,-3.819837,-20.128626,-32.593135,40.283416,67.536385,66.991418,80.986340,-91.305747,-22.731230,-94.343652,-95.774617,-47.823079,30.070776,90.225808
-67.250020,-89.819796,-3.847090,-20.099317,-32.546279,40.259441,67.418649,67.025616,80.952774,-91.282716,-22.790107,-94.288562,-95.700235,-47.850751,30.074031,90.166266
-67.191944,-89.781137,-3.874796,-20.069497,-32.498638,40.235057,67.298769,67.060472,80.918658,-91.259305,-22.850057,-94.232555,-95.624588,-47.878904,30.077406,90.105693
-67.132858,-89.741840,-3.902956,-20.039165,-32.450211,40.210263,67.176734,67.095990,80.883992,-91.235513,-22.911086,-94.175628,-95.547674,-47.907540,30.080903,90.044087
-67.072759,-89.701906,-3.931570,-20.008319,-32.400996,40.185057,67.052529,67.132177,80.848775,-91.211342,-22.973199,-94.117780,-95.469489,-47.936660,30.084527,89.981444
-67.011641,-89.661334,-3.960638,-19.976957,-32.350993,40.159440,66.926141,67.169039,80.813009,-91.186789,-23.036404,-94.059009,-95.390030,-47.966267,30.088282,89.917760
-66.949501,-89.620122,-3.990161,-19.945076,-32.300199,40.133409,66.797557,67.206581,80.776692,-91.161856,-23.100707,-93.999316,-95.309295,-47.996361,30.092171,89.853032
-66.886335,-89.578269,-4.020140,-19.912676,-32.248615,40.106963,66.666761,67.244812,80.739824,-91.136541,-23.166116,-93.938698,-95.227280,-48.026945,30.096199,89.787256
-66.822136,-89.535775,-4.050575,-19.879755,-32.196238,40.080103,66.533740,67.283736,80.702406,-91.110845,-23.232637,-93.877155,-95.143982,-48.058021,30.100372,89.720428
-66.756900,-89.492639,-4.081467,-19.846309,-32.143067,40.052825,66.398477,67.323361,80.664436,-91.084767,-23.300278,-93.814684,-95.059398,-48.089589,30.104692,89.652545
-66.690623,-89.448860,-4.112815,-19.812338,-32.089101,40.025130,66.260957,67.363694,80.625915,-91.058306,-23.369046,-93.751285,-94.973524,-48.121652,30.109166,89.583602
-66.623298,-89.404436,-4.144621,-19.777840,-32.034339,39.997016,66.121165,67.404742,80.586842,-91.031463,-23.438949,-93.686956,-94.886358,-48.154212,30.113797,89.513596
-66.554922,-89.359367,-4.176885,-19.742811,-31.978779,39.968483,65.979083,67.446513,80.547218,-91.004238,-23.509995,-93.621696,-94.797896,-48.187271,30.118592,89.442521
-66.485488,-89.313651,-4.209608,-19.707251,-31.922420,39.939527,65.834695,67.489014,80.507042,-90.976629,-23.582192,-93.555504,-94.708134,-48.220831,30.123555,89.370374
-66.414991,-89.267288,-4.242790,-19.671156,-31.865260,39.910150,65.687982,67.532252,80.466313,-90.948637,-23.655549,-93.488377,-94.617069,-48.254893,30.128691,89.297150
-66.343425,-89.220277,-4.276432,-19.634525,-31.807299,39.880348,65.538928,67.576237,80.425032,-90.920261,-23.730073,-93.420315,-94.524697,-48.289459,30.134007,89.222845
-66.270784,-89.172617,-4.310534,-19.597355,-31.748534,39.850122,65.387512,67.620977,80.383198,-90.891501,-23.805774,-93.351316,-94.431015,-48.324533,30.139508,89.147454
-66.197064,-89.124306,-4.345097,-19.559645,-31.688964,39.819469,65.233716,67.666479,80.340812,-90.862356,-23.882661,-93.281379,-94.336019,-48.360115,30.145200,89.070972
-66.122256,-89.075343,-4.380122,-19.521391,-31.628588,39.788389,65.077521,67.712754,80.297872,-90.832827,-23.960742,-93.210501,-94.239704,-48.396208,30.151089,88.993394
-66.046355,-89.025728,-4.415608,-19.482592,-31.567404,39.756880,64.918905,67.759810,80.254379,-90.802913,-24.040028,-93.138682,-94.142068,-48.432814,30.157182,88.914716
-65.969355,-88.975459,-4.451557,-19.443245,-31.505411,39.724940,64.757848,67.807657,80.210332,-90.772613,-24.120528,-93.065920,-94.043106,-48.469935,30.163484,88.834931
-65.891249,-88.924534,-4.487970,-19.403347,-31.442607,39.692569,64.594328,67.856304,80.165731,-90.741928,-24.202252,-92.992213,-93.942814,-48.507573,30.170004,88.754035
-65.812030,-88.872954,-4.524846,-19.362896,-31.378991,39.659765,64.428323,67.905762,80.120576,-90.710856,-24.285211,-92.917559,-93.841187,-48.545732,30.176748,88.672022
-65.731692,-88.820717,-4.562186,-19.321889,-31.314561,39.626526,64.259810,67.956041,80.074866,-90.679398,-24.369414,-92.841957,-93.738222,-48.584413,30.183723,88.588886
-65.650226,-88.767821,-4.599991,-19.280325,-31.249314,39.592851,64.088764,68.007152,80.028602,-90.647553,-24.454873,-92.765405,-93.633915,-48.623618,30.190938,88.504622
-65.567626,-88.714266,-4.638262,-19.238199,-31.183251,39.558738,63.915162,68.059105,79.981783,-90.615321,-24.541599,-92.687901,-93.528261,-48.663350,30.198399,88.419224
-65.483884,-88.660050,-4.676999,-19.195510,-31.116368,39.524187,63.738979,68.111912,79.934409,-90.582701,-24.629603,-92.609443,-93.421255,-48.703611,30.206114,88.332685
-65.398993,-88.605172,-4.716203,-19.152254,-31.048665,39.489195,63.560187,68.165586,79.886479,-90.549693,-24.718898,-92.530031,-93.312893,-48.744404,30.214094,88.244999
-65.312943,-88.549631,-4.755874,-19.108429,-30.980140,39.453760,63.378760,68.220138,79.837994,-90.516297,-24.809494,-92.449660,-93.203171,-48.785731,30.222345,88.156160
-65.225729,-88.493425,-4.796013,-19.064033,-30.910790,39.417882,63.194670,68.275581,79.788952,-90.482512,-24.901405,-92.368331,-93.092083,-48.827596,30.230877,88.066162
-65.137339,-88.436554,-4.836621,-19.019061,-30.840614,39.381558,63.007889,68.331927,79.739354,-90.448338,-24.994643,-92.286040,-92.979625,-48.870000,30.239699,87.974996
-65.047768,-88.379016,-4.877698,-18.973511,-30.769610,39.344787,62.818385,68.389192,79.689200,-90.413774,-25.089221,-92.202787,-92.865793,-48.912946,30.248821,87.882657
-64.957004,-88.320810,-4.919245,-18.927380,-30.697777,39.307568,62.626130,68.447388,79.638488,-90.378820,-25.185153,-92.118568,-92.750580,-48.956437,30.258254,87.789136
-64.865039,-88.261934,-4.961263,-18.880665,-30.625113,39.269897,62.431090,68.506529,79.587220,-90.343476,-25.282453,-92.033382,-92.633982,-49.000476,30.268007,87.694427
-64.771864,-88.202387,-5.003752,-18.833364,-30.551615,39.231775,62.233233,68.566632,79.535394,-90.307741,-25.381134,-91.947226,-92.515994,-49.045066,30.278092,87.598521
-64.677470,-88.142168,-5.046712,-18.785471,-30.477282,39.193198,62.032525,68.627711,79.483010,-90.271615,-25.481212,-91.860099,-92.396610,-49.090209,30.288519,87.501411
-64.581845,-88.081276,-5.090145,-18.736985,-30.402113,39.154166,61.828929,68.689783,79.430068,-90.235097,-25.582702,-91.771998,-92.275825,-49.135908,30.299301,87.403089
-64.484981,-88.019709,-5.134051,-18.687902,-30.326104,39.114676,61.622410,68.752864,79.376567,-90.198187,-25.685619,-91.682921,-92.153635,-49.182167,30.310449,87.303545
-64.386865,-87.957466,-5.178431,-18.638219,-30.249254,39.074726,61.412929,68.816972,79.322508,-90.160884,-25.789978,-91.592866,-92.030032,-49.228988,30.321977,87.202772
